especie,ultimo,variacion,anterior,apertura,minimo,maximo,varMTD,varYTD,var6M,var12M,fecha,hora,cierre,timestamp,volumen
DOLAR CCL,9.61,,,9.61,9.61,9.61,,,,,2014-05-08,,9.61,1399518000,0
DOLAR CCL,9.66,,,9.66,9.66,9.66,,,,,2014-05-09,,9.66,1399604400,0
DOLAR CCL,9.77,,,9.77,9.77,9.77,,,,,2014-05-12,,9.77,1399863600,0
DOLAR CCL,9.68,,,9.68,9.68,9.68,,,,,2014-05-13,,9.68,1399950000,0
DOLAR CCL,9.86,,,9.86,9.86,9.86,,,,,2014-05-14,,9.86,1400036400,0
DOLAR CCL,10.13,,,10.13,10.13,10.13,,,,,2014-05-15,,10.13,1400122800,0
DOLAR CCL,10.19,,,10.19,10.19,10.19,,,,,2014-05-16,,10.19,1400209200,0
DOLAR CCL,10.3,,,10.3,10.3,10.3,,,,,2014-05-19,,10.3,1400468400,0
DOLAR CCL,10.76,,,10.76,10.76,10.76,,,,,2014-05-20,,10.76,1400554800,0
DOLAR CCL,10.92,,,10.92,10.92,10.92,,,,,2014-05-21,,10.92,1400641200,0
DOLAR CCL,10.77,,,10.77,10.77,10.77,,,,,2014-05-22,,10.77,1400727600,0
DOLAR CCL,10.87,,,10.87,10.87,10.87,,,,,2014-05-23,,10.87,1400814000,0
DOLAR CCL,10.81,,,10.81,10.81,10.81,,,,,2014-05-26,,10.81,1401073200,0
DOLAR CCL,10.81,,,10.81,10.81,10.81,,,,,2014-05-27,,10.81,1401159600,0
DOLAR CCL,11.2,,,11.2,11.2,11.2,,,,,2014-05-28,,11.2,1401246000,0
DOLAR CCL,11.27,,,11.27,11.27,11.27,,,,,2014-05-29,,11.27,1401332400,0
DOLAR CCL,11.13,,,11.13,11.13,11.13,,,,,2014-05-30,,11.13,1401418800,0
DOLAR CCL,10.88,,,10.88,10.88,10.88,,,,,2014-06-02,,10.88,1401678000,0
DOLAR CCL,10.77,,,10.77,10.77,10.77,,,,,2014-06-03,,10.77,1401764400,0
DOLAR CCL,10.65,,,10.65,10.65,10.65,,,,,2014-06-04,,10.65,1401850800,0
DOLAR CCL,10.56,,,10.56,10.56,10.56,,,,,2014-06-05,,10.56,1401937200,0
DOLAR CCL,10.59,,,10.59,10.59,10.59,,,,,2014-06-06,,10.59,1402023600,0
DOLAR CCL,10.5,,,10.5,10.5,10.5,,,,,2014-06-09,,10.5,1402282800,0
DOLAR CCL,10.68,,,10.68,10.68,10.68,,,,,2014-06-10,,10.68,1402369200,0
DOLAR CCL,10.6,,,10.6,10.6,10.6,,,,,2014-06-11,,10.6,1402455600,0
DOLAR CCL,10.51,,,10.51,10.51,10.51,,,,,2014-06-12,,10.51,1402542000,0
DOLAR CCL,10.63,,,10.63,10.63,10.63,,,,,2014-06-13,,10.63,1402628400,0
DOLAR CCL,10.44,,,10.44,10.44,10.44,,,,,2014-06-16,,10.44,1402887600,0
DOLAR CCL,10.38,,,10.38,10.38,10.38,,,,,2014-06-17,,10.38,1402974000,0
DOLAR CCL,10.71,,,10.71,10.71,10.71,,,,,2014-06-18,,10.71,1403060400,0
DOLAR CCL,10.51,,,10.51,10.51,10.51,,,,,2014-06-19,,10.51,1403146800,0
DOLAR CCL,10.25,,,10.25,10.25,10.25,,,,,2014-06-23,,10.25,1403492400,0
DOLAR CCL,10.07,,,10.07,10.07,10.07,,,,,2014-06-24,,10.07,1403578800,0
DOLAR CCL,10.12,,,10.12,10.12,10.12,,,,,2014-06-25,,10.12,1403665200,0
DOLAR CCL,10.05,,,10.05,10.05,10.05,,,,,2014-06-26,,10.05,1403751600,0
DOLAR CCL,10,,,10,10,10,,,,,2014-06-27,,10,1403838000,0
DOLAR CCL,10.28,,,10.28,10.28,10.28,,,,,2014-06-30,,10.28,1404097200,0
DOLAR CCL,10.11,,,10.11,10.11,10.11,,,,,2014-07-01,,10.11,1404183600,0
DOLAR CCL,10.12,,,10.12,10.12,10.12,,,,,2014-07-02,,10.12,1404270000,0
DOLAR CCL,10.09,,,10.09,10.09,10.09,,,,,2014-07-03,,10.09,1404356400,0
DOLAR CCL,10.1,,,10.1,10.1,10.1,,,,,2014-07-04,,10.1,1404442800,0
DOLAR CCL,10.2,,,10.2,10.2,10.2,,,,,2014-07-07,,10.2,1404702000,0
DOLAR CCL,10.1,,,10.1,10.1,10.1,,,,,2014-07-08,,10.1,1404788400,0
DOLAR CCL,10.08,,,10.08,10.08,10.08,,,,,2014-07-10,,10.08,1404961200,0
DOLAR CCL,9.93,,,9.93,9.93,9.93,,,,,2014-07-11,,9.93,1405047600,0
DOLAR CCL,9.88,,,9.88,9.88,9.88,,,,,2014-07-14,,9.88,1405306800,0
DOLAR CCL,10.12,,,10.12,10.12,10.12,,,,,2014-07-15,,10.12,1405393200,0
DOLAR CCL,10.13,,,10.13,10.13,10.13,,,,,2014-07-16,,10.13,1405479600,0
DOLAR CCL,10.11,,,10.11,10.11,10.11,,,,,2014-07-17,,10.11,1405566000,0
DOLAR CCL,10.08,,,10.08,10.08,10.08,,,,,2014-07-18,,10.08,1405652400,0
DOLAR CCL,9.98,,,9.98,9.98,9.98,,,,,2014-07-21,,9.98,1405911600,0
DOLAR CCL,9.96,,,9.96,9.96,9.96,,,,,2014-07-22,,9.96,1405998000,0
DOLAR CCL,9.91,,,9.91,9.91,9.91,,,,,2014-07-23,,9.91,1406084400,0
DOLAR CCL,9.93,,,9.93,9.93,9.93,,,,,2014-07-24,,9.93,1406170800,0
DOLAR CCL,9.81,,,9.81,9.81,9.81,,,,,2014-07-25,,9.81,1406257200,0
DOLAR CCL,9.8,,,9.8,9.8,9.8,,,,,2014-07-28,,9.8,1406516400,0
DOLAR CCL,10.07,,,10.07,10.07,10.07,,,,,2014-07-29,,10.07,1406602800,0
DOLAR CCL,10.26,,,10.26,10.26,10.26,,,,,2014-07-30,,10.26,1406689200,0
DOLAR CCL,10.12,,,10.12,10.12,10.12,,,,,2014-07-31,,10.12,1406775600,0
DOLAR CCL,10,,,10,10,10,,,,,2014-08-01,,10,1406862000,0
DOLAR CCL,10.34,,,10.34,10.34,10.34,,,,,2014-08-04,,10.34,1407121200,0
DOLAR CCL,10.35,,,10.35,10.35,10.35,,,,,2014-08-05,,10.35,1407207600,0
DOLAR CCL,10.42,,,10.42,10.42,10.42,,,,,2014-08-06,,10.42,1407294000,0
DOLAR CCL,10.42,,,10.42,10.42,10.42,,,,,2014-08-07,,10.42,1407380400,0
DOLAR CCL,10.56,,,10.56,10.56,10.56,,,,,2014-08-08,,10.56,1407466800,0
DOLAR CCL,10.5,,,10.5,10.5,10.5,,,,,2014-08-11,,10.5,1407726000,0
DOLAR CCL,10.76,,,10.76,10.76,10.76,,,,,2014-08-12,,10.76,1407812400,0
DOLAR CCL,11.31,,,11.31,11.31,11.31,,,,,2014-08-13,,11.31,1407898800,0
DOLAR CCL,11.47,,,11.47,11.47,11.47,,,,,2014-08-14,,11.47,1407985200,0
DOLAR CCL,11.6,,,11.6,11.6,11.6,,,,,2014-08-15,,11.6,1408071600,0
DOLAR CCL,11.75,,,11.75,11.75,11.75,,,,,2014-08-19,,11.75,1408417200,0
DOLAR CCL,11.78,,,11.78,11.78,11.78,,,,,2014-08-20,,11.78,1408503600,0
DOLAR CCL,12.19,,,12.19,12.19,12.19,,,,,2014-08-21,,12.19,1408590000,0
DOLAR CCL,12.38,,,12.38,12.38,12.38,,,,,2014-08-22,,12.38,1408676400,0
DOLAR CCL,12.16,,,12.16,12.16,12.16,,,,,2014-08-25,,12.16,1408935600,0
DOLAR CCL,12.4,,,12.4,12.4,12.4,,,,,2014-08-26,,12.4,1409022000,0
DOLAR CCL,12.71,,,12.71,12.71,12.71,,,,,2014-08-27,,12.71,1409108400,0
DOLAR CCL,12.97,,,12.97,12.97,12.97,,,,,2014-08-28,,12.97,1409194800,0
DOLAR CCL,12.95,,,12.95,12.95,12.95,,,,,2014-08-29,,12.95,1409281200,0
DOLAR CCL,12.84,,,12.84,12.84,12.84,,,,,2014-09-02,,12.84,1409626800,0
DOLAR CCL,12.9,,,12.9,12.9,12.9,,,,,2014-09-03,,12.9,1409713200,0
DOLAR CCL,12.75,,,12.75,12.75,12.75,,,,,2014-09-04,,12.75,1409799600,0
DOLAR CCL,12.54,,,12.54,12.54,12.54,,,,,2014-09-05,,12.54,1409886000,0
DOLAR CCL,12.96,,,12.96,12.96,12.96,,,,,2014-09-08,,12.96,1410145200,0
DOLAR CCL,13.3,,,13.3,13.3,13.3,,,,,2014-09-09,,13.3,1410231600,0
DOLAR CCL,13.32,,,13.32,13.32,13.32,,,,,2014-09-10,,13.32,1410318000,0
DOLAR CCL,13.25,,,13.25,13.25,13.25,,,,,2014-09-11,,13.25,1410404400,0
DOLAR CCL,13.27,,,13.27,13.27,13.27,,,,,2014-09-12,,13.27,1410490800,0
DOLAR CCL,13.22,,,13.22,13.22,13.22,,,,,2014-09-15,,13.22,1410750000,0
DOLAR CCL,13.33,,,13.33,13.33,13.33,,,,,2014-09-16,,13.33,1410836400,0
DOLAR CCL,13.42,,,13.42,13.42,13.42,,,,,2014-09-17,,13.42,1410922800,0
DOLAR CCL,13.49,,,13.49,13.49,13.49,,,,,2014-09-18,,13.49,1411009200,0
DOLAR CCL,13.61,,,13.61,13.61,13.61,,,,,2014-09-19,,13.61,1411095600,0
DOLAR CCL,13.91,,,13.91,13.91,13.91,,,,,2014-09-22,,13.91,1411354800,0
DOLAR CCL,14.53,,,14.53,14.53,14.53,,,,,2014-09-23,,14.53,1411441200,0
DOLAR CCL,14.49,,,14.49,14.49,14.49,,,,,2014-09-24,,14.49,1411527600,0
DOLAR CCL,14.49,,,14.49,14.49,14.49,,,,,2014-09-25,,14.49,1411614000,0
DOLAR CCL,14.73,,,14.73,14.73,14.73,,,,,2014-09-26,,14.73,1411700400,0
DOLAR CCL,14.69,,,14.69,14.69,14.69,,,,,2014-09-29,,14.69,1411959600,0
DOLAR CCL,14.91,,,14.91,14.91,14.91,,,,,2014-09-30,,14.91,1412046000,0
DOLAR CCL,15.2,,,15.2,15.2,15.2,,,,,2014-10-01,,15.2,1412132400,0
DOLAR CCL,14.36,,,14.36,14.36,14.36,,,,,2014-10-02,,14.36,1412218800,0
DOLAR CCL,13.9,,,13.9,13.9,13.9,,,,,2014-10-03,,13.9,1412305200,0
DOLAR CCL,15,,,15,15,15,,,,,2014-10-06,,15,1412564400,0
DOLAR CCL,14.17,,,14.17,14.17,14.17,,,,,2014-10-07,,14.17,1412650800,0
DOLAR CCL,14.27,,,14.27,14.27,14.27,,,,,2014-10-08,,14.27,1412737200,0
DOLAR CCL,13.77,,,13.77,13.77,13.77,,,,,2014-10-09,,13.77,1412823600,0
DOLAR CCL,13.46,,,13.46,13.46,13.46,,,,,2014-10-10,,13.46,1412910000,0
DOLAR CCL,13.29,,,13.29,13.29,13.29,,,,,2014-10-14,,13.29,1413255600,0
DOLAR CCL,13.24,,,13.24,13.24,13.24,,,,,2014-10-15,,13.24,1413342000,0
DOLAR CCL,13.25,,,13.25,13.25,13.25,,,,,2014-10-16,,13.25,1413428400,0
DOLAR CCL,13.79,,,13.79,13.79,13.79,,,,,2014-10-17,,13.79,1413514800,0
DOLAR CCL,13.7,,,13.7,13.7,13.7,,,,,2014-10-20,,13.7,1413774000,0
DOLAR CCL,14.07,,,14.07,14.07,14.07,,,,,2014-10-21,,14.07,1413860400,0
DOLAR CCL,13.82,,,13.82,13.82,13.82,,,,,2014-10-22,,13.82,1413946800,0
DOLAR CCL,13.47,,,13.47,13.47,13.47,,,,,2014-10-23,,13.47,1414033200,0
DOLAR CCL,13.07,,,13.07,13.07,13.07,,,,,2014-10-24,,13.07,1414119600,0
DOLAR CCL,13.19,,,13.19,13.19,13.19,,,,,2014-10-27,,13.19,1414378800,0
DOLAR CCL,13.17,,,13.17,13.17,13.17,,,,,2014-10-28,,13.17,1414465200,0
DOLAR CCL,12.93,,,12.93,12.93,12.93,,,,,2014-10-29,,12.93,1414551600,0
DOLAR CCL,13.04,,,13.04,13.04,13.04,,,,,2014-10-30,,13.04,1414638000,0
DOLAR CCL,13.05,,,13.05,13.05,13.05,,,,,2014-10-31,,13.05,1414724400,0
DOLAR CCL,13.05,,,13.05,13.05,13.05,,,,,2014-11-03,,13.05,1414983600,0
DOLAR CCL,13.38,,,13.38,13.38,13.38,,,,,2014-11-04,,13.38,1415070000,0
DOLAR CCL,13.19,,,13.19,13.19,13.19,,,,,2014-11-05,,13.19,1415156400,0
DOLAR CCL,12.98,,,12.98,12.98,12.98,,,,,2014-11-07,,12.98,1415329200,0
DOLAR CCL,12.73,,,12.73,12.73,12.73,,,,,2014-11-10,,12.73,1415588400,0
DOLAR CCL,12.78,,,12.78,12.78,12.78,,,,,2014-11-11,,12.78,1415674800,0
DOLAR CCL,12.55,,,12.55,12.55,12.55,,,,,2014-11-12,,12.55,1415761200,0
DOLAR CCL,12.45,,,12.45,12.45,12.45,,,,,2014-11-13,,12.45,1415847600,0
DOLAR CCL,12.13,,,12.13,12.13,12.13,,,,,2014-11-14,,12.13,1415934000,0
DOLAR CCL,12.12,,,12.12,12.12,12.12,,,,,2014-11-17,,12.12,1416193200,0
DOLAR CCL,12.08,,,12.08,12.08,12.08,,,,,2014-11-18,,12.08,1416279600,0
DOLAR CCL,11.92,,,11.92,11.92,11.92,,,,,2014-11-19,,11.92,1416366000,0
DOLAR CCL,11.75,,,11.75,11.75,11.75,,,,,2014-11-20,,11.75,1416452400,0
DOLAR CCL,11.78,,,11.78,11.78,11.78,,,,,2014-11-21,,11.78,1416538800,0
DOLAR CCL,11.98,,,11.98,11.98,11.98,,,,,2014-11-25,,11.98,1416884400,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2014-11-26,,11.97,1416970800,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2014-11-28,,11.97,1417143600,0
DOLAR CCL,12.27,,,12.27,12.27,12.27,,,,,2014-12-01,,12.27,1417402800,0
DOLAR CCL,11.9,,,11.9,11.9,11.9,,,,,2014-12-02,,11.9,1417489200,0
DOLAR CCL,11.91,,,11.91,11.91,11.91,,,,,2014-12-03,,11.91,1417575600,0
DOLAR CCL,11.99,,,11.99,11.99,11.99,,,,,2014-12-04,,11.99,1417662000,0
DOLAR CCL,12.01,,,12.01,12.01,12.01,,,,,2014-12-05,,12.01,1417748400,0
DOLAR CCL,11.88,,,11.88,11.88,11.88,,,,,2014-12-09,,11.88,1418094000,0
DOLAR CCL,11.66,,,11.66,11.66,11.66,,,,,2014-12-10,,11.66,1418180400,0
DOLAR CCL,11.3,,,11.3,11.3,11.3,,,,,2014-12-11,,11.3,1418266800,0
DOLAR CCL,11.53,,,11.53,11.53,11.53,,,,,2014-12-12,,11.53,1418353200,0
DOLAR CCL,11.65,,,11.65,11.65,11.65,,,,,2014-12-15,,11.65,1418612400,0
DOLAR CCL,11.39,,,11.39,11.39,11.39,,,,,2014-12-16,,11.39,1418698800,0
DOLAR CCL,11.65,,,11.65,11.65,11.65,,,,,2014-12-17,,11.65,1418785200,0
DOLAR CCL,11.65,,,11.65,11.65,11.65,,,,,2014-12-18,,11.65,1418871600,0
DOLAR CCL,11.33,,,11.33,11.33,11.33,,,,,2014-12-19,,11.33,1418958000,0
DOLAR CCL,11.24,,,11.24,11.24,11.24,,,,,2014-12-22,,11.24,1419217200,0
DOLAR CCL,11.29,,,11.29,11.29,11.29,,,,,2014-12-23,,11.29,1419303600,0
DOLAR CCL,11.27,,,11.27,11.27,11.27,,,,,2014-12-29,,11.27,1419822000,0
DOLAR CCL,11.26,,,11.26,11.26,11.26,,,,,2014-12-30,,11.26,1419908400,0
DOLAR CCL,11.93,,,11.93,11.93,11.93,,,,,2015-01-02,,11.93,1420167600,0
DOLAR CCL,12.24,,,12.24,12.24,12.24,,,,,2015-01-05,,12.24,1420426800,0
DOLAR CCL,11.98,,,11.98,11.98,11.98,,,,,2015-01-06,,11.98,1420513200,0
DOLAR CCL,12.09,,,12.09,12.09,12.09,,,,,2015-01-07,,12.09,1420599600,0
DOLAR CCL,12.13,,,12.13,12.13,12.13,,,,,2015-01-08,,12.13,1420686000,0
DOLAR CCL,12.17,,,12.17,12.17,12.17,,,,,2015-01-09,,12.17,1420772400,0
DOLAR CCL,12.02,,,12.02,12.02,12.02,,,,,2015-01-12,,12.02,1421031600,0
DOLAR CCL,12.07,,,12.07,12.07,12.07,,,,,2015-01-13,,12.07,1421118000,0
DOLAR CCL,12.22,,,12.22,12.22,12.22,,,,,2015-01-14,,12.22,1421204400,0
DOLAR CCL,12.16,,,12.16,12.16,12.16,,,,,2015-01-15,,12.16,1421290800,0
DOLAR CCL,12.45,,,12.45,12.45,12.45,,,,,2015-01-16,,12.45,1421377200,0
DOLAR CCL,12.41,,,12.41,12.41,12.41,,,,,2015-01-19,,12.41,1421636400,0
DOLAR CCL,12.41,,,12.41,12.41,12.41,,,,,2015-01-20,,12.41,1421722800,0
DOLAR CCL,12.46,,,12.46,12.46,12.46,,,,,2015-01-21,,12.46,1421809200,0
DOLAR CCL,12.16,,,12.16,12.16,12.16,,,,,2015-01-22,,12.16,1421895600,0
DOLAR CCL,12.1,,,12.1,12.1,12.1,,,,,2015-01-23,,12.1,1421982000,0
DOLAR CCL,12.18,,,12.18,12.18,12.18,,,,,2015-01-26,,12.18,1422241200,0
DOLAR CCL,12.2,,,12.2,12.2,12.2,,,,,2015-01-27,,12.2,1422327600,0
DOLAR CCL,12.19,,,12.19,12.19,12.19,,,,,2015-01-28,,12.19,1422414000,0
DOLAR CCL,12.31,,,12.31,12.31,12.31,,,,,2015-01-29,,12.31,1422500400,0
DOLAR CCL,12.19,,,12.19,12.19,12.19,,,,,2015-01-30,,12.19,1422586800,0
DOLAR CCL,12.22,,,12.22,12.22,12.22,,,,,2015-02-02,,12.22,1422846000,0
DOLAR CCL,12.02,,,12.02,12.02,12.02,,,,,2015-02-03,,12.02,1422932400,0
DOLAR CCL,12.33,,,12.33,12.33,12.33,,,,,2015-02-04,,12.33,1423018800,0
DOLAR CCL,12.27,,,12.27,12.27,12.27,,,,,2015-02-05,,12.27,1423105200,0
DOLAR CCL,12.11,,,12.11,12.11,12.11,,,,,2015-02-06,,12.11,1423191600,0
DOLAR CCL,12.31,,,12.31,12.31,12.31,,,,,2015-02-09,,12.31,1423450800,0
DOLAR CCL,12.3,,,12.3,12.3,12.3,,,,,2015-02-10,,12.3,1423537200,0
DOLAR CCL,12.25,,,12.25,12.25,12.25,,,,,2015-02-11,,12.25,1423623600,0
DOLAR CCL,12.21,,,12.21,12.21,12.21,,,,,2015-02-12,,12.21,1423710000,0
DOLAR CCL,12.2,,,12.2,12.2,12.2,,,,,2015-02-13,,12.2,1423796400,0
DOLAR CCL,12.29,,,12.29,12.29,12.29,,,,,2015-02-18,,12.29,1424228400,0
DOLAR CCL,12.23,,,12.23,12.23,12.23,,,,,2015-02-19,,12.23,1424314800,0
DOLAR CCL,12.22,,,12.22,12.22,12.22,,,,,2015-02-20,,12.22,1424401200,0
DOLAR CCL,11.96,,,11.96,11.96,11.96,,,,,2015-02-23,,11.96,1424660400,0
DOLAR CCL,11.89,,,11.89,11.89,11.89,,,,,2015-02-24,,11.89,1424746800,0
DOLAR CCL,11.74,,,11.74,11.74,11.74,,,,,2015-02-25,,11.74,1424833200,0
DOLAR CCL,11.77,,,11.77,11.77,11.77,,,,,2015-02-26,,11.77,1424919600,0
DOLAR CCL,11.68,,,11.68,11.68,11.68,,,,,2015-02-27,,11.68,1425006000,0
DOLAR CCL,11.92,,,11.92,11.92,11.92,,,,,2015-03-02,,11.92,1425265200,0
DOLAR CCL,11.82,,,11.82,11.82,11.82,,,,,2015-03-03,,11.82,1425351600,0
DOLAR CCL,11.84,,,11.84,11.84,11.84,,,,,2015-03-04,,11.84,1425438000,0
DOLAR CCL,11.82,,,11.82,11.82,11.82,,,,,2015-03-05,,11.82,1425524400,0
DOLAR CCL,11.74,,,11.74,11.74,11.74,,,,,2015-03-06,,11.74,1425610800,0
DOLAR CCL,11.87,,,11.87,11.87,11.87,,,,,2015-03-09,,11.87,1425870000,0
DOLAR CCL,11.91,,,11.91,11.91,11.91,,,,,2015-03-10,,11.91,1425956400,0
DOLAR CCL,11.87,,,11.87,11.87,11.87,,,,,2015-03-11,,11.87,1426042800,0
DOLAR CCL,11.86,,,11.86,11.86,11.86,,,,,2015-03-12,,11.86,1426129200,0
DOLAR CCL,11.81,,,11.81,11.81,11.81,,,,,2015-03-13,,11.81,1426215600,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2015-03-16,,11.97,1426474800,0
DOLAR CCL,12,,,12,12,12,,,,,2015-03-17,,12,1426561200,0
DOLAR CCL,11.91,,,11.91,11.91,11.91,,,,,2015-03-18,,11.91,1426647600,0
DOLAR CCL,12.04,,,12.04,12.04,12.04,,,,,2015-03-19,,12.04,1426734000,0
DOLAR CCL,12.07,,,12.07,12.07,12.07,,,,,2015-03-20,,12.07,1426820400,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2015-03-25,,11.97,1427252400,0
DOLAR CCL,12.01,,,12.01,12.01,12.01,,,,,2015-03-26,,12.01,1427338800,0
DOLAR CCL,11.75,,,11.75,11.75,11.75,,,,,2015-03-27,,11.75,1427425200,0
DOLAR CCL,11.9,,,11.9,11.9,11.9,,,,,2015-03-30,,11.9,1427684400,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2015-03-31,,11.97,1427770800,0
DOLAR CCL,12.13,,,12.13,12.13,12.13,,,,,2015-04-01,,12.13,1427857200,0
DOLAR CCL,11.99,,,11.99,11.99,11.99,,,,,2015-04-06,,11.99,1428289200,0
DOLAR CCL,12.13,,,12.13,12.13,12.13,,,,,2015-04-07,,12.13,1428375600,0
DOLAR CCL,12.13,,,12.13,12.13,12.13,,,,,2015-04-08,,12.13,1428462000,0
DOLAR CCL,11.85,,,11.85,11.85,11.85,,,,,2015-04-09,,11.85,1428548400,0
DOLAR CCL,11.95,,,11.95,11.95,11.95,,,,,2015-04-10,,11.95,1428634800,0
DOLAR CCL,11.93,,,11.93,11.93,11.93,,,,,2015-04-13,,11.93,1428894000,0
DOLAR CCL,11.86,,,11.86,11.86,11.86,,,,,2015-04-14,,11.86,1428980400,0
DOLAR CCL,12.15,,,12.15,12.15,12.15,,,,,2015-04-15,,12.15,1429066800,0
DOLAR CCL,12.14,,,12.14,12.14,12.14,,,,,2015-04-16,,12.14,1429153200,0
DOLAR CCL,12.14,,,12.14,12.14,12.14,,,,,2015-04-17,,12.14,1429239600,0
DOLAR CCL,12.11,,,12.11,12.11,12.11,,,,,2015-04-20,,12.11,1429498800,0
DOLAR CCL,11.98,,,11.98,11.98,11.98,,,,,2015-04-21,,11.98,1429585200,0
DOLAR CCL,11.69,,,11.69,11.69,11.69,,,,,2015-04-22,,11.69,1429671600,0
DOLAR CCL,11.88,,,11.88,11.88,11.88,,,,,2015-04-23,,11.88,1429758000,0
DOLAR CCL,11.95,,,11.95,11.95,11.95,,,,,2015-04-24,,11.95,1429844400,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2015-04-27,,11.97,1430103600,0
DOLAR CCL,11.8,,,11.8,11.8,11.8,,,,,2015-04-28,,11.8,1430190000,0
DOLAR CCL,11.78,,,11.78,11.78,11.78,,,,,2015-04-29,,11.78,1430276400,0
DOLAR CCL,11.94,,,11.94,11.94,11.94,,,,,2015-04-30,,11.94,1430362800,0
DOLAR CCL,11.93,,,11.93,11.93,11.93,,,,,2015-05-04,,11.93,1430708400,0
DOLAR CCL,11.88,,,11.88,11.88,11.88,,,,,2015-05-05,,11.88,1430794800,0
DOLAR CCL,11.77,,,11.77,11.77,11.77,,,,,2015-05-06,,11.77,1430881200,0
DOLAR CCL,11.9,,,11.9,11.9,11.9,,,,,2015-05-07,,11.9,1430967600,0
DOLAR CCL,11.92,,,11.92,11.92,11.92,,,,,2015-05-08,,11.92,1431054000,0
DOLAR CCL,12.01,,,12.01,12.01,12.01,,,,,2015-05-11,,12.01,1431313200,0
DOLAR CCL,11.96,,,11.96,11.96,11.96,,,,,2015-05-12,,11.96,1431399600,0
DOLAR CCL,11.96,,,11.96,11.96,11.96,,,,,2015-05-13,,11.96,1431486000,0
DOLAR CCL,11.97,,,11.97,11.97,11.97,,,,,2015-05-14,,11.97,1431572400,0
DOLAR CCL,11.94,,,11.94,11.94,11.94,,,,,2015-05-15,,11.94,1431658800,0
DOLAR CCL,12.05,,,12.05,12.05,12.05,,,,,2015-05-18,,12.05,1431918000,0
DOLAR CCL,11.99,,,11.99,11.99,11.99,,,,,2015-05-19,,11.99,1432004400,0
DOLAR CCL,11.83,,,11.83,11.83,11.83,,,,,2015-05-20,,11.83,1432090800,0
DOLAR CCL,11.83,,,11.83,11.83,11.83,,,,,2015-05-21,,11.83,1432177200,0
DOLAR CCL,11.8,,,11.8,11.8,11.8,,,,,2015-05-22,,11.8,1432263600,0
DOLAR CCL,11.84,,,11.84,11.84,11.84,,,,,2015-05-26,,11.84,1432609200,0
DOLAR CCL,11.7,,,11.7,11.7,11.7,,,,,2015-05-27,,11.7,1432695600,0
DOLAR CCL,11.69,,,11.69,11.69,11.69,,,,,2015-05-28,,11.69,1432782000,0
DOLAR CCL,11.71,,,11.71,11.71,11.71,,,,,2015-05-29,,11.71,1432868400,0
DOLAR CCL,11.68,,,11.68,11.68,11.68,,,,,2015-06-01,,11.68,1433127600,0
DOLAR CCL,11.66,,,11.66,11.66,11.66,,,,,2015-06-02,,11.66,1433214000,0
DOLAR CCL,11.72,,,11.72,11.72,11.72,,,,,2015-06-03,,11.72,1433300400,0
DOLAR CCL,11.67,,,11.67,11.67,11.67,,,,,2015-06-04,,11.67,1433386800,0
DOLAR CCL,11.61,,,11.61,11.61,11.61,,,,,2015-06-05,,11.61,1433473200,0
DOLAR CCL,11.65,,,11.65,11.65,11.65,,,,,2015-06-08,,11.65,1433732400,0
DOLAR CCL,11.64,,,11.64,11.64,11.64,,,,,2015-06-09,,11.64,1433818800,0
DOLAR CCL,11.75,,,11.75,11.75,11.75,,,,,2015-06-10,,11.75,1433905200,0
DOLAR CCL,11.7,,,11.7,11.7,11.7,,,,,2015-06-11,,11.7,1433991600,0
DOLAR CCL,11.74,,,11.74,11.74,11.74,,,,,2015-06-12,,11.74,1434078000,0
DOLAR CCL,11.96,,,11.96,11.96,11.96,,,,,2015-06-15,,11.96,1434337200,0
DOLAR CCL,11.86,,,11.86,11.86,11.86,,,,,2015-06-16,,11.86,1434423600,0
DOLAR CCL,12.07,,,12.07,12.07,12.07,,,,,2015-06-17,,12.07,1434510000,0
DOLAR CCL,12.2,,,12.2,12.2,12.2,,,,,2015-06-18,,12.2,1434596400,0
DOLAR CCL,12.43,,,12.43,12.43,12.43,,,,,2015-06-19,,12.43,1434682800,0
DOLAR CCL,12.37,,,12.37,12.37,12.37,,,,,2015-06-22,,12.37,1434942000,0
DOLAR CCL,12.47,,,12.47,12.47,12.47,,,,,2015-06-23,,12.47,1435028400,0
DOLAR CCL,12.36,,,12.36,12.36,12.36,,,,,2015-06-24,,12.36,1435114800,0
DOLAR CCL,12.48,,,12.48,12.48,12.48,,,,,2015-06-25,,12.48,1435201200,0
DOLAR CCL,12.68,,,12.68,12.68,12.68,,,,,2015-06-26,,12.68,1435287600,0
DOLAR CCL,12.86,,,12.86,12.86,12.86,,,,,2015-06-29,,12.86,1435546800,0
DOLAR CCL,12.87,,,12.87,12.87,12.87,,,,,2015-06-30,,12.87,1435633200,0
DOLAR CCL,13.14,,,13.14,13.14,13.14,,,,,2015-07-01,,13.14,1435719600,0
DOLAR CCL,13.38,,,13.38,13.38,13.38,,,,,2015-07-02,,13.38,1435806000,0
